incorrect,correct,errors
"Minsan, nagkaroon na rin ng isang bading na businessman na naloko sa male star, hiniwalayan din siya matapos ang ilang buwan lamang kasi daw siya.","Minsan, nagkaroon na rin ng isang bading na businessman na naloko sa male star, hiniwalayan din siya matapos ang ilang buwan lamang kasi malas daw siya.",operations: delete; errors: 
Binalaan din niya ang mga nagsasamantala sa kapwa ngayong ng panahon ng pandemya na mapaparusahan at umapela na dapat silang maging bahagi ng solusyon at hindi makadagdag pa sa problema.,Binalaan din niya ang mga nagsasamantala sa kapwa ngayong panahon ng pandemya na mapaparusahan at umapela na dapat silang maging bahagi ng solusyon at hindi makadagdag pa sa problema.,"operations: insert, substitute; errors: ng_nang"
Nasabi pa nga ni Tom ng may wedding reception sa function room pero roon muna pinapunta ang lahat ng mga tao para sa kanilang kaligtasan.,Nasabi pa nga ni Tom na may wedding reception sa function room pero roon muna pinapunta ang lahat ng mga tao para sa kanilang kaligtasan.,operations: substitute; errors: ligature
Kahit Kahit saan kanto mong.,Kahit saan mong kanto.,"operations: substitute, swap; errors: repetition"
Kaya wala pa ring announcement ang Miss ay World Philippines Philippines kung kailan nila itutuloy ang coronation nila.,Kaya wala pa ring announcement ang Miss World Philippines kung kailan nila itutuloy ang coronation nila.,"operations: insert, substitute; errors: repetition"
ay Salamat sa kabaitan mo.,Salamat sa kabaitan mo.,operations: insert; errors: 
"Taong 2021 lang nang iulat na kagawarang umabot sa 1, 300 kumpanya ang bigong makapagbigay ng naturang benepisyo, na isang paglabag sa batas.","Taong 2021 lang nang iulat ng kagawarang umabot sa 1, 300 kumpanya ang bigong makapagbigay ng naturang benepisyo, na isang paglabag sa batas.",operations: substitute; errors: ligature
"Kilala naman po si Pangulong Rodrigo Duterte bilang malapit sa senior citizens, kaya alam po natin kung gaano kahalaga ng mabigyan sila ng suporta si at atensyon, nilinaw ni Go.","Kilala naman po si Pangulong Rodrigo Duterte bilang malapit sa senior citizens, kaya alam po natin kung gaano kahalaga na mabigyan sila ng suporta at atensyon, nilinaw ni Go.","operations: substitute, insert; errors: ligature"
Kumpirmadong magpapahinga muna sa pagiging politiko Congresswoman si Vilma Santos-Recto sa susunod ng taon.,Kumpirmadong magpapahinga muna sa pagiging politiko si Congresswoman Vilma Santos-Recto sa susunod na taon.,"operations: swap, substitute; errors: ligature"
"Hindi maganda, di di ba?","Hindi maganda, di ba?",operations: substitute; errors: repetition
"Hindi ng raw kaagad nakapagsumbong ang kaniyang dahil sa takot, at hindi rin batid na mali ang ginagawa sa kaniya ng ama.","Hindi raw kaagad nakapagsumbong ang kaniyang anak dahil sa takot, at hindi rin batid na mali ang ginagawa sa kaniya ng ama.","operations: insert, delete; errors: "
"Naitala rin na isa pang barangay kapitan sa Parang, Maguindanao del Norte at isa naman sa Datu Hoffer sa Maguindanao del Sur, parehong nasa Central Mindanao ngunit sakop ng Bangsamoro region, ang napatay sa mga pamamaril mula Enero. 2023","Naitala rin na isa pang barangay kapitan sa Parang, Maguindanao del Norte at isa naman sa Datu Hoffer sa Maguindanao del Sur, parehong nasa Central Mindanao ngunit sakop ng Bangsamoro region, ang napatay sa mga pamamaril mula Enero 2023.",operations: swap; errors: 
"Sa ulat, nadunggol ng hulihang tren ang nasa unahang tren sa Moncada i Reixac station bandang alas-7: 50 ng gabi. Kapwa binabaybay ng dalawang tren ang R4 suburban line ng Renfe na kasalukuyang isinara dahil sa rail traffic gayundin ang dalawa pang linya na R7 at R12","Sa ulat, nadunggol ng hulihang tren ang nasa unahang tren sa Moncada i Reixac station bandang alas-7: 50 ng gabi. Kapwa binabaybay ng dalawang tren ang R4 suburban line ng Renfe na kasalukuyang isinara dahil sa rail traffic gayundin ang dalawa pang linya na R7 at R12.",operations: delete; errors: 
"Sabi Hinayon nalaman, niya na lang na nawawala ang bag nang dumating na siya sa water district.","Sabi ni Hinayon, nalaman niya na lang na nawawala ang bag nang dumating na siya sa water district.","operations: delete, swap; errors: "
Malaking bagay ito para sa isang babae na manganganak. Iyon feeling of security na naibibigay ng isang lalaki sa tabi mo habang nahihirapan ka sa labor nang panganganak.,Malaking bagay ito para sa isang babae na manganganak. Iyon feeling of security na naibibigay ng isang lalaki sa tabi mo habang nahihirapan ka sa labor ng panganganak.,operations: substitute; errors: ng_nang
Paano kung sinaktan niya niya?,Paano kung sinaktan niya kayo?,"operations: substitute, delete; errors: repetition"
Sa pamamagitan nito ay matutukoy na agad ng pamunuan ng PPA mga ang pekeng S-PASS bago pa man nang pumasok sa loob ng pantalan dahilan kaya tumigil nang tuluyan ang nasabing modus.,Sa pamamagitan nito ay matutukoy na agad ng pamunuan ng PPA ang mga pekeng S-PASS bago pa man pumasok sa loob ng pantalan dahilan kaya tumigil nang tuluyan ang nasabing modus.,"operations: insert, swap; errors: "
"Dito binitawan ni Ojie de Lara ( Carlo ), anak ni Lea, ang kanyang iconic ng linyang,"" Akala mo lang wala, pero meron, meron, meron!""","Dito binitawan ni Ojie de Lara ( Carlo ), anak ni Lea, ang kanyang iconic na linyang,"" Akala mo lang wala, pero meron, meron, meron!""",operations: substitute; errors: ligature
"Nitong nakaraang Mayo, nina Barbie at Jak ang fourth kanilang anniversary.","Nitong nakaraang Mayo, ipinagdiwang nina Barbie at Jak ang kanilang fourth anniversary.","operations: delete, swap; errors: "
"Sambit niya, kinakailangan magpresenta na ng negative RT-PCR test result 48 oras bago ang SONA ang lahat ng papasok sa plenary main at building.","Sambit niya, kinakailangan magpresenta ng negative RT-PCR test result 48 oras bago ang SONA ang lahat ng papasok sa plenary at main building.","operations: swap, insert; errors: "
"So, naisip ko ibigay sa pangalan ng namin anak, aniya pa.","So, naisip ko ibigay sa pangalan ng anak namin, aniya pa.",operations: swap; errors: 
Pinatupad dito ang lockdown dahil sa tumataas na bilang si ng mga nahawa ng COVID-19.,Pinatupad dito ang lockdown dahil sa tumataas na bilang ng mga nahawa ng COVID-19.,operations: insert; errors: 
Isa umano sa rason kung bakit nagpapatuloy ito ay ang kawalan ng ahensya otorisadong na mag-regulate ng mga singiling ito.,Isa umano sa rason kung bakit nagpapatuloy ito ay ang kawalan ng ahensya na otorisadong mag-regulate ng mga singiling ito.,operations: swap; errors: 
"Nang dumating sa Pilipinas, sumailalim ang lalaki sa mandatory at nagsagawa ng swab test kung saan nagpositibo ang siya sa COVID-19.","Nang dumating sa Pilipinas, sumailalim ang lalaki sa mandatory quarantine at nagsagawa ng swab test kung saan nagpositibo ang siya sa COVID-19.",operations: delete; errors: 
Iyan ang lagi mong. tatandaan,Iyan ang lagi mong tatandaan.,operations: swap; errors: 
Aminado naman ang ilang â € œBubble Gangâ €  stars na super na-starstruck daw talaga sila Bea kabilang na ang â € œViral Queenâ €  at Kapuso sexy star ng si Faye Lorenzo.,Aminado naman ang ilang â € œBubble Gangâ €  stars na super na-starstruck daw talaga sila kay Bea kabilang na ang â € œViral Queenâ €  at Kapuso sexy star na si Faye Lorenzo.,"operations: substitute, delete; errors: ligature"
"Kilala bilang â € ˜ Ama ng Work From Home Lawâ € ™ at may-akda / sponsor na mahigit 292 panukalang batas sa kongreso, layunin ni Monsour na ipagpatuloy ang kanyang mabuting gawain sa senado kung papalarin upang matulungan ang health frontliners ng bansa, mga atleta, mga batang may ibat ibang kakayahan sa pag-aaral, magsasaka at mangingisda, at iba pang marginalized na sektor ng lipunan.","Kilala bilang â € ˜ Ama ng Work From Home Lawâ € ™ at may-akda / sponsor ng mahigit 292 panukalang batas sa kongreso, layunin ni Monsour na ipagpatuloy ang kanyang mabuting gawain sa senado kung papalarin upang matulungan ang health frontliners ng bansa, mga atleta, mga batang may ibat ibang kakayahan sa pag-aaral, magsasaka at mangingisda, at iba pang marginalized na sektor ng lipunan.",operations: substitute; errors: ligature
"Napag-alaman na ang mga kumpanyang, â œEncuentroâ € , â € œMagnusâ € , at â € œOriental Capital Ventureâ €  ay hindi pa nagbabayad na mga kaululang fees at taxes kaya hindi pa pinapayagang magpalabas ng sabong sa kanilang website, ayon kay Domingo.","Napag-alaman na ang mga kumpanyang, â € œEncuentroâ € , â € œMagnusâ € , at â € œOriental Capital Ventureâ €  ay hindi pa nagbabayad ng mga kaululang fees at taxes kaya hindi pa pinapayagang magpalabas ng sabong sa kanilang website, ayon kay Domingo.","operations: substitute, delete; errors: ligature"
Kaugnay nang naunang akusasyong pinupolitika ng mga senador ang vaccination program pa na pamahalaan.,Kaugnay nang naunang akusasyong pinupolitika ng mga senador ang vaccination program ng pamahalaan.,"operations: insert, substitute; errors: ligature"
"Sino po ba ang nag-utos sa DOH na ipasa ang P42 billion sa PS-DBM? Why is there no MOAs? Ito po ba ay nagastos na? Ilan po ba ang nabiling PPE, test kits at ang ventilators? Sino po ba ang naging supplier? pa nito.","Sino po ba ang nag-utos sa DOH na ipasa ang P42 billion sa PS-DBM? Why is there no MOAs? Ito po ba ay nagastos na? Ilan po ba ang nabiling PPE, test kits at ventilators? Sino po ba ang naging supplier? patuloy pa nito.","operations: delete, insert; errors: "
"Ako naman po kasi, Im a very collaborative na director. Sa lahat, ang pinakagusto ko po, yung katrabaho ko ay may maibabahaging talino sa proyekto.","Ako naman po kasi, Im a very collaborative director. Sa lahat, ang pinakagusto ko po, yung katrabaho ko ay may maibabahaging talino sa proyekto.",operations: insert; errors: 
Kapos ang Gilas Pilipinas sa pa kampanya nito subalit proud pa rin si Reyes sa ipinamalas ng kanyang bataan.,Kapos ang Gilas Pilipinas sa kampanya nito subalit proud pa rin si Reyes sa ipinamalas ng kanyang bataan.,operations: insert; errors: 
Naiintindihan po namin ang mga agam-agam at pangamba ng ating mga kababayan sa mga balitang lumalabas ngayon tungkol sa pagtaas ng kaso ng COVID-19 nang sa mga bata.,Naiintindihan po namin ang mga agam-agam at pangamba ng ating mga kababayan sa mga balitang lumalabas ngayon tungkol sa pagtaas ng kaso ng COVID-19 sa mga bata.,operations: insert; errors: 
Bandang March bago mag-pandemic sobrang stress ako sa shoot kasi ako € â ˜ yung gumagawa na thesis ko at kailangan kong mag-OJT.,Bandang March bago mag-pandemic sobrang stress ako sa shoot kasi ako â € ˜ yung gumagawa ng thesis ko at kailangan kong mag-OJT.,"operations: swap, substitute; errors: ligature"
Ito ang inihayag ni Department of Transportation ( DOTr ) Undersecretary for Rails Cesar Chavez kahapon kasunod ng nakaambang kakulangan ng beep cards.,Ito ang inihayag ni Department of Transportation ( DOTr ) Undersecretary for Rails Cesar Chavez kahapon kasunod nang nakaambang kakulangan ng beep cards.,operations: substitute; errors: ng_nang
Tanong daw ni ang Vic Bossing.,Tanong daw ni Bossing Vic.,"operations: insert, swap; errors: "
"Sa report ni P / Lt. Col. Reynold Macabitas, hepe ng Concepcion Municipal Police Station ( MPS ), sinira ng mga inarestong magsasaka ang mga tanim na tubo nasabing sa lugar na pag-aari na Agriculture Cooperative.","Sa report ni P / Lt. Col. Reynold Macabitas, hepe ng Concepcion Municipal Police Station ( MPS ), sinira ng mga inarestong magsasaka ang mga tanim na tubo sa nasabing lugar na pag-aari ng Agriculture Cooperative.","operations: substitute, swap; errors: ligature"
"Well, sa lima, bukod kay Miguel, kilala ko rin si Ysabel at mukhang magiging big star naman talaga siya at sa tingin ko, ang friend # 2 ko na ang Voltes V: ay Legacy ang magpapasikat talaga sa kanilang lahat, huh!","Well, sa lima, bukod kay Miguel, kilala ko rin si Ysabel at mukhang magiging big star naman talaga siya at sa tingin ko, tama ang friend # 2 ko na ang Voltes V: Legacy ang magpapasikat talaga sa kanilang lahat, huh!","operations: delete, insert; errors: "
Isa sa mga close contacts ay sinasabing healthcare worker nakasuot na ng kumpletong personal protection equipment noong panahong kumunsulta ang kaso.,Isa sa mga close contacts ay sinasabing healthcare worker na nakasuot ng kumpletong personal protection equipment noong panahong kumunsulta ang kaso.,operations: swap; errors: 
"na Nilinaw ni Esperon na ang naturang mga barangay ay dumaan sa masusing proseso na tinatawag na Community Support Program, sa pangunguna ng Armed Forces of the Philippines, mula 2020 hanggang unang quarter ng 2021.","Nilinaw ni Esperon na ang naturang mga barangay ay dumaan sa masusing proseso na tinatawag na Community Support Program, sa pangunguna ng Armed Forces of the Philippines, mula 2020 hanggang unang quarter ng 2021.",operations: insert; errors: 
"Pero ang iba pa nilang â € œkapatidâ €  bagamat ang ginagamit ng apelyido De Leon, hindi rin naman adopted legally ni Boyet.","Pero ang iba pa nilang â € œkapatidâ €  bagamat ang ginagamit na apelyido ay De Leon, hindi rin naman adopted legally ni Boyet.","operations: delete, substitute; errors: ligature"
Maliit na halaga raw ang ito kumpara sa malaking perwisyo na idinudulot ng mga daga sa tanim.,Maliit na halaga raw ito kumpara sa malaking perwisyo na idinudulot ng mga daga sa tanim.,operations: insert; errors: 
"May mga ilang beses nang nahawa ang sa tao ibang strain ng bird flu, at humantong ito sa kamatayan, pero ito ang unang kaso nang pagkahawa sa H5N8 strain.","May mga ilang beses nang nahawa ang tao sa ibang strain ng bird flu, at humantong ito sa kamatayan, pero ito ang unang kaso ng pagkahawa sa H5N8 strain.","operations: substitute, swap; errors: ng_nang"
"Anyway, type ko ang horror ay movie kapag ganitong Christmas season at nakasanayan ko nang manood ng ganitong klase ng pelikula kapag MMFF kaya nag-go talaga ako sa premiere night ng pinagbibidahan niNadine Lustre.","Anyway, type ko ang horror movie kapag ganitong Christmas season at nakasanayan ko nang manood ng ganitong klase ng pelikula kapag MMFF kaya nag-go talaga ako sa premiere night ng pinagbibidahan niNadine Lustre.",operations: insert; errors: 
"Ang sabi ng ibang netizens ay at least nakatulong sa mga guest yung ginawa nilang souvenir. Mapapakinabangan nga naman pag-uwi nila sa bahay, sabi ng wedding coordinator na si Aldrik Gohel.","Ang sabi ng ibang netizens at least nakatulong sa mga guest yung ginawa nilang souvenir. Mapapakinabangan nga naman daw pag-uwi nila sa bahay, sabi ng wedding coordinator na si Aldrik Gohel.","operations: insert, delete; errors: "
"Nakatakdang makakuha ng unang 50, 000 vaccines mula sa pa Chinese manufacturer ng Sinovac ang mga medical workers, ngunit kinakailangan pa nila makakuha ng emergency use authorization bago ito maiturok sa publiko.","Nakatakdang makakuha ng unang 50, 000 vaccines mula sa Chinese manufacturer na Sinovac ang mga medical workers, ngunit kinakailangan pa nila makakuha ng emergency use authorization bago ito maiturok sa publiko.","operations: insert, substitute; errors: ligature"
